,Unnamed: 0,person,mean_visited_site,label,mean_conversion,mean_viewed_product,visito_brand_listing,Apple,Motorola,Samsung,Bom - Sem Touch ID,Excelente,Muito Bom,Novo,Bom,vio color mas vendido,ad campaign hit,brand listing,checkout,conversion,generic listing,lead,search engine hit,searched products,staticpage,viewed product,visited site
10,10,00317e49,1.0,0,0.0,2.0,False,3.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,True,2.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,4.0,1.0
11,11,0031c75f,1.0,0,0.0,4.333333333333333,True,1.0,18.0,2.0,0.0,6.0,8.0,0.0,14.0,True,0.0,11.0,2.0,0.0,4.0,0.0,2.0,10.0,0.0,26.0,1.0
12,12,003476c0,1.3333333333333333,1,0.0,3.0,False,5.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,True,3.0,0.0,0.0,0.0,2.0,0.0,3.0,9.5,0.0,3.0,1.3333333333333333
13,13,003847fc,5.0,0,0.0,4.571428571428571,True,1.0,3.0,30.0,1.0,2.0,21.0,0.0,10.0,True,11.5,8.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,10.666666666666666,6.666666666666668
14,14,003a7d49,1.5,0,0.0,3.0,False,5.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,False,1.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,1.5
15,15,003bdb4d,1.0,0,0.0,1.0,False,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,True,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
16,16,003d4cac,1.0,1,0.0,1.0,False,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
17,17,003dd965,1.0,1,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
18,18,0042421c,1.0,1,0.0,2.0,True,9.0,1.0,0.0,0.0,3.0,2.0,0.0,5.0,True,1.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,1.0
19,19,004b8d91,1.0,0,0.0,1.1111111111111112,True,0.0,0.0,9.0,0.0,0.0,1.0,0.0,10.0,True,0.0,5.0,1.0,0.0,3.5,0.0,6.0,0.0,0.0,10.0,1.5
20,20,004ed8ba,6.142857142857142,0,0.16666666666666666,4.176470588235294,True,0.0,0.0,86.0,0.0,0.0,15.0,0.0,71.0,True,4.222222222222221,6.2857142857142865,4.666666666666667,1.0,2.0,0.0,2.5,3.5,1.0,7.1,4.3
21,21,0050d971,1.0,0,0.0,4.0,False,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,True,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5
22,22,00546e55,1.0,0,0.0,1.0,False,2.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,True,3.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,1.0
23,23,00665dda,1.6666666666666667,0,0.0,3.75,True,8.0,0.0,0.0,0.0,5.0,7.0,0.0,4.0,True,2.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,7.5,2.5
24,24,006671fd,2.0,1,0.0,3.0,False,13.0,0.0,2.0,1.0,2.0,1.0,0.0,11.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,2.0
25,25,00702e02,1.5,0,0.0,13.75,True,56.0,0.0,0.0,11.0,13.0,19.0,0.0,13.0,True,6.0,2.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,55.0,3.0
26,26,00736d10,2.25,0,0.0,11.625,True,90.0,0.0,4.0,1.0,74.0,4.0,1.0,14.0,True,1.6666666666666667,3.0,1.0,0.0,1.5,0.0,1.0,0.0,0.0,18.6,1.8
27,27,007537e8,2.0,0,0.0,6.0,False,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,False,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
28,28,007ddac1,1.0,0,0.0,2.0,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,True,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
29,29,00868d8e,1.0,0,0.0,4.5,True,0.0,0.0,0.0,0.0,3.0,1.0,0.0,6.0,True,1.0,2.0,1.0,0.0,2.0,0.0,3.0,2.0,1.0,9.0,1.0
30,30,0086ee61,1.0,0,0.0,3.0,False,7.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,True,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0
31,31,008bb884,5.0,0,0.0,5.478260869565218,True,62.0,7.0,15.0,5.0,45.0,55.0,0.0,22.0,True,2.0,6.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,126.0,5.0
32,32,00971729,2.0,0,0.16666666666666666,35.5,True,0.0,62.0,16.0,0.0,11.0,47.0,0.0,20.0,True,3.0,2.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,35.5,1.0
33,33,009a5ed5,2.0,0,0.0,5.333333333333333,False,0.0,16.0,1.0,0.0,11.0,0.0,0.0,6.0,True,1.0,0.0,1.0,0.0,1.0,0.0,1.0,13.0,0.0,8.0,2.0
34,34,009cbfb2,2.0,0,0.0,25.0,False,27.0,0.0,0.0,0.0,1.0,5.0,0.0,21.0,True,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0
35,35,009d27e8,3.0,0,0.0,4.055555555555555,True,23.0,39.0,12.0,0.0,37.0,13.0,0.0,24.0,True,4.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,73.0,3.0
36,36,00a58494,1.0,0,0.0,2.0,False,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,True,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0
37,37,00a91f61,1.0,0,0.0,6.0,True,0.0,0.0,6.0,0.0,3.0,0.0,0.0,3.0,True,1.5,1.0,0.0,0.0,1.3333333333333333,0.0,1.3333333333333333,4.5,0.0,3.0,1.0
38,38,00afd018,1.5,0,0.0,5.666666666666668,False,17.0,0.0,0.0,1.0,12.0,3.0,0.0,1.0,True,1.0,0.0,0.0,0.0,0.0,0.0,1.75,2.0,0.0,8.5,1.5
39,39,00b2b269,2.0,0,0.0,13.0,False,14.0,0.0,0.0,0.0,1.0,6.0,0.0,7.0,True,5.0,0.0,1.0,0.0,5.0,0.0,5.0,9.0,0.0,13.0,2.0
40,40,00b9f49d,1.0,0,0.0,1.0,False,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
41,41,00bc3bed,1.0,0,0.0,7.0,False,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,True,9.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,14.0,2.0
42,42,00beac49,1.3333333333333333,0,0.0,3.0,False,10.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,True,1.0,0.0,1.0,0.0,2.0,0.0,2.0,4.0,0.0,9.0,4.0
43,43,00c2307c,3.0,0,0.0,8.875,False,3.0,0.0,70.0,0.0,12.0,34.0,0.0,27.0,True,0.0,0.0,2.0,0.0,2.5,0.0,2.0,0.0,0.0,35.5,1.5
44,44,00c2f60d,2.333333333333333,0,0.0,6.4444444444444455,True,11.0,100.0,6.0,0.0,56.0,39.0,0.0,23.0,True,0.0,2.0,2.0,0.0,3.8,0.0,1.0,0.0,0.0,29.0,1.4
45,45,00c40a4b,1.0,0,0.0,2.0,True,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,True,2.0,3.0,3.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,1.0
46,46,00c955ce,2.5714285714285716,0,0.0,4.4,True,0.0,0.0,18.0,0.0,0.0,10.0,0.0,13.0,True,8.333333333333334,1.0,1.0,0.0,1.5,0.0,0.0,0.0,1.0,7.333333333333332,6.0
47,47,00c9a4eb,1.0,0,0.0,4.0,False,0.0,5.0,0.0,0.0,1.0,3.0,0.0,1.0,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
48,48,00ca06d3,1.0,0,0.0,3.25,False,14.0,0.0,0.0,0.0,1.0,8.0,0.0,5.0,True,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,1.0
49,49,00d21f5e,1.0,0,0.0,3.0,False,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,False,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,1.0
50,50,00d4b0c1,1.0,0,0.0,3.5,False,7.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,True,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0
51,51,00dabbf1,1.0,0,0.0,2.0,False,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,False,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0
52,52,00e3c94f,1.0,0,0.0,2.0,True,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,False,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
53,53,00e6a700,1.25,0,0.0,1.6666666666666667,True,0.0,5.0,0.0,0.0,0.0,2.0,0.0,4.0,True,1.0,11.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.5,2.5
54,54,00ea5497,3.6666666666666665,0,0.0,3.0,True,0.0,9.0,9.0,0.0,3.0,13.0,0.0,9.0,True,2.0,5.0,1.0,0.0,4.0,0.0,1.6666666666666667,0.0,0.0,12.0,3.6666666666666665
55,55,00ecfd1a,1.3333333333333333,0,0.16666666666666666,8.333333333333334,False,0.0,0.0,32.0,0.0,7.0,19.0,0.0,6.0,True,1.5,0.0,6.0,1.0,0.0,0.0,2.0,5.0,0.0,12.5,2.0
56,56,00f49191,1.3333333333333333,0,0.0,2.5434782608695654,True,4.0,34.0,61.0,0.0,26.0,27.0,1.0,65.0,True,3.6666666666666665,7.0,2.0,0.0,3.0,0.0,1.3333333333333333,6.5,0.0,39.0,2.6666666666666665
57,57,00fa4cd7,2.8571428571428568,0,0.3333333333333333,2.4545454545454546,True,7.0,0.0,24.0,0.0,4.0,3.0,0.0,24.0,True,3.5,5.0,2.0,2.0,2.5,0.0,2.0,12.5,1.0,13.5,10.0
58,58,010358c1,1.0,0,0.0,9.0,False,10.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,True,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0
59,59,01067e00,1.0,0,0.0,2.0,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
60,60,0107bdfc,1.5,0,0.0,3.0,True,10.0,0.0,0.0,1.0,0.0,7.0,0.0,2.0,False,4.5,1.0,1.0,0.0,0.0,0.0,2.0,4.5,0.0,4.5,1.5
61,61,01083011,1.0,0,0.0,1.0,False,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
62,62,010dce63,1.0,0,0.0,2.0,False,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,True,4.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0
63,63,011120d7,2.0,0,0.0,1.0,True,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,True,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
64,64,0111d9af,1.0,0,0.0,3.0,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,True,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
65,65,011beb42,9.4,0,0.16666666666666666,8.857142857142858,True,122.0,5.0,2.0,1.0,18.0,32.0,0.0,78.0,True,3.3846153846153846,13.363636363636365,1.0,1.0,2.9230769230769234,0.0,4.5,2.2,1.5,11.272727272727273,3.3571428571428568
66,66,011d982c,1.0,0,0.0,2.0,True,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False,3.0,1.0,1.0,0.0,2.0,0.0,3.0,7.0,0.0,2.0,1.0
67,67,011e43e5,1.0,0,0.0,4.0,False,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,False,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0
68,68,011fbf97,2.75,0,0.0,16.0,True,26.0,0.0,0.0,0.0,11.0,8.0,0.0,7.0,False,4.333333333333333,2.0,5.0,0.0,3.0,0.0,3.333333333333333,5.0,0.0,5.333333333333333,3.6666666666666665
69,69,011fef85,1.0,0,0.0,0.0,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
70,70,0127932b,2.0,0,0.0,1.3333333333333333,True,0.0,0.0,6.0,0.0,2.0,0.0,0.0,4.0,True,8.0,11.0,2.0,0.0,8.0,0.0,8.0,1.0,0.0,4.0,2.0
71,71,013136c4,1.0,0,0.0,1.0,False,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,True,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
72,72,01319a6d,2.25,0,0.0,17.5,False,35.0,0.0,0.0,1.0,5.0,15.0,0.0,14.0,True,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,9.0
73,73,013288eb,3.0,0,0.0,3.5,False,8.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,False,4.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,7.0,3.0
74,74,0132a515,1.0,0,0.0,3.5,False,8.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,True,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0
75,75,01395e75,1.0,0,0.0,1.0,True,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,True,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
76,76,0143d796,1.0,1,0.0,6.0,True,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,True,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0
77,77,014412d6,1.0,0,0.0,2.0,False,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,True,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0
78,78,0145565a,3.0,0,0.0,3.4545454545454546,True,7.0,0.0,32.0,0.0,16.0,7.0,0.0,16.0,True,0.0,6.0,1.0,0.0,1.5,0.0,1.0,3.0,0.0,19.0,1.5
79,79,0146d5e8,2.5,0,0.0,12.25,True,58.0,0.0,0.0,6.0,2.0,25.0,0.0,25.0,True,3.0,1.0,4.5,0.0,5.0,0.0,1.5,19.0,0.0,24.5,2.5
80,80,01477f15,1.25,0,0.0,1.818181818181818,False,27.0,5.0,6.0,1.0,3.0,2.0,0.0,34.0,True,4.0,0.0,0.0,0.0,2.5,0.0,6.0,4.0,0.0,40.0,2.5
81,81,0148562c,1.0,0,0.0,2.1666666666666665,True,11.0,0.0,16.0,5.0,1.0,2.0,0.0,19.0,True,0.0,12.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,26.0,1.0
82,82,01488a35,1.0,0,0.0,3.0,False,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,True,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0
83,83,014bca6c,1.0,0,0.0,1.0,False,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
84,84,015d002b,1.5,0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,2.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5
85,85,015dfe12,1.0,0,0.0,1.0,False,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,True,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0
86,86,015eb48a,2.0,0,0.0,4.0,True,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,False,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0
87,87,015f1a84,1.5,0,0.0,3.888888888888889,True,33.0,30.0,7.0,2.0,23.0,10.0,0.0,36.0,True,2.0,21.0,1.0,0.0,5.0,0.0,1.0,2.0,0.0,70.0,3.0
88,88,01605eaa,1.0,0,0.0,4.0,True,5.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,True,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0
89,89,0165b04a,1.0,0,0.0,1.0,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
90,90,0165d283,1.0,0,0.0,5.0,True,6.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,True,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0
91,91,0165db0d,2.4,0,0.0,1.5,True,0.0,4.0,2.0,0.0,0.0,2.0,0.0,5.0,True,1.875,1.0,1.0,0.0,1.8333333333333333,0.0,1.8333333333333333,1.3333333333333333,0.0,2.0,1.5
92,92,01692bd2,1.0,0,0.0,1.0,False,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
93,93,016a78e4,3.2,0,0.16666666666666666,3.466666666666667,True,47.0,1.0,9.0,9.0,1.0,3.0,0.0,46.0,True,10.0,11.666666666666664,3.0,1.0,6.5,0.0,3.333333333333333,0.0,0.0,17.333333333333332,5.333333333333333
94,94,016efcb7,1.6,0,0.0,5.454545454545454,True,0.0,24.0,6.0,0.0,13.0,20.0,0.0,27.0,True,4.5,12.25,0.0,0.0,1.5,0.0,1.0,1.0,0.0,15.0,2.0
95,95,016f7879,2.0,0,0.0,4.0,False,0.0,0.0,13.0,0.0,1.0,7.0,0.0,5.0,True,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,12.0,2.0
96,96,0172d307,2.0,0,0.0,2.0,True,0.0,1.0,4.0,0.0,0.0,0.0,0.0,6.0,True,0.0,4.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,6.0,2.0
97,97,0173b599,1.0,0,0.0,3.5,False,8.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,True,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,7.0,1.0
98,98,0178b595,2.142857142857143,0,0.0,36.75,True,222.0,0.0,74.0,0.0,49.0,112.0,1.0,134.0,True,2.5,2.0,2.0,0.0,3.5,0.0,3.5,34.666666666666664,0.0,98.0,5.0
99,99,017a9049,1.0,0,0.0,1.0,False,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
100,100,01855dab,1.0,0,0.0,1.8823529411764703,False,1.0,3.0,18.0,0.0,6.0,5.0,0.0,22.0,True,1.0,0.0,1.0,0.0,1.5,0.0,1.0,24.0,0.0,16.0,1.0
101,101,018774cf,1.3333333333333333,0,0.0,2.4,True,5.0,0.0,8.0,0.0,5.0,5.0,0.0,3.0,True,5.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0
102,102,018954fd,1.0,0,0.0,1.6,True,1.0,0.0,8.0,0.0,0.0,5.0,0.0,4.0,True,5.5,5.0,1.0,0.0,3.0,0.0,3.0,13.0,0.0,4.0,1.5
103,103,01914d78,1.8571428571428568,0,0.0,19.0,True,132.0,0.0,3.0,1.0,61.0,39.0,0.0,34.0,True,2.8,1.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,19.0,1.8571428571428568
104,104,0195ed3b,1.0,0,0.0,1.0,False,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
105,105,019c24ae,2.0,0,0.0,5.333333333333333,True,49.0,0.0,1.0,0.0,20.0,9.0,0.0,21.0,True,5.0,3.0,2.0,0.0,2.0,0.0,6.0,0.0,0.0,48.0,2.0
106,106,019c7c78,1.0,0,0.0,1.0,False,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,True,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
107,107,01a46372,1.0,0,0.16666666666666666,8.0,False,0.0,0.0,10.0,0.0,1.0,4.0,0.0,5.0,True,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,1.5
108,108,01a5aa29,1.6666666666666667,0,0.0,5.666666666666668,True,1.0,44.0,37.0,0.0,12.0,52.0,0.0,22.0,True,1.0,5.0,1.0,0.0,2.0,0.0,1.0,3.0,2.0,85.0,5.0
109,109,01add051,1.0,0,0.0,4.0,False,5.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,False,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0
110,110,01b12d02,1.0,0,0.0,1.1428571428571428,True,0.0,0.0,9.0,0.0,3.0,0.0,0.0,6.0,True,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0
111,111,01b47d4f,1.5,0,0.0,2.5,False,0.0,0.0,8.0,0.0,0.0,7.0,0.0,1.0,True,0.0,0.0,3.0,0.0,5.5,0.0,4.0,0.0,0.0,5.0,3.0
112,112,01b65cfa,1.0,0,0.0,12.0,False,16.0,0.0,0.0,0.0,7.0,6.0,0.0,3.0,False,0.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,0.0,12.0,3.0
113,113,01b79980,1.0,0,0.0,5.166666666666667,True,22.0,0.0,9.0,2.0,1.0,8.0,0.0,20.0,True,1.0,1.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,15.5,1.0
114,114,01b860b1,1.5,0,0.0,13.666666666666664,True,42.0,0.0,0.0,3.0,22.0,3.0,0.0,14.0,True,5.0,4.0,1.0,0.0,2.0,0.0,6.0,0.0,0.0,41.0,3.0
115,115,01b91332,1.0,0,0.0,5.666666666666668,True,18.0,0.0,0.0,0.0,2.0,5.0,0.0,11.0,True,3.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,17.0,1.0
116,116,01c0bf0e,2.0,0,0.0,1.0,False,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,False,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0
117,117,01c407bd,2.0,0,0.0,8.5,True,20.0,0.0,0.0,4.0,0.0,16.0,0.0,0.0,True,3.0,1.0,3.0,0.0,2.0,0.0,1.0,5.0,0.0,17.0,2.0
118,118,01c6281f,1.0,0,0.0,1.0,True,3.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,True,0.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,6.0,1.0
119,119,01c631cf,1.0,0,0.0,1.0,False,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
120,120,01c8b35d,1.0,0,0.0,4.0,True,4.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,False,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0
121,121,01cf1230,1.0,0,0.0,3.6666666666666665,False,3.0,0.0,11.0,2.0,9.0,1.0,0.0,2.0,True,0.0,0.0,3.0,0.0,5.0,0.0,5.0,1.0,0.0,11.0,3.0
122,122,01e2b6b0,1.0,0,0.0,2.5,True,0.0,1.0,7.0,0.0,3.0,13.0,0.0,5.0,True,18.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,20.0,2.0
123,123,01e32ed0,1.0,0,0.0,3.6666666666666665,False,10.0,0.0,1.0,0.0,4.0,2.0,0.0,5.0,False,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.5,1.5
124,124,01e5ebc1,2.0,0,0.0,1.8,True,16.0,0.0,3.0,0.0,12.0,4.0,0.0,3.0,True,1.5,17.25,1.0,0.0,4.0,0.0,1.0,1.0,0.0,4.5,3.0
125,125,01ed2afc,1.0,1,0.0,4.0,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,True,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0
126,126,01edff26,1.0,0,0.0,6.0,True,0.0,0.0,13.0,0.0,2.0,3.0,0.0,8.0,True,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1.0
